incidencia_id,viaje_id,vehiculo_id,conductor_id,linea_id,fecha,anno,mes,hora_incidencia,tipo_incidencia,categoria,severidad,requiere_retirada,duracion_resolucion_min,vehiculo_sustituto,coste_estimado_eur
2236,11434,11,11,3,2023-03-27,2023,3,13:52,Accidente grave,Seguridad,Critica,True,41,False,10253.57
2237,33239,18,4,4,2022-05-06,2022,5,13:00,Averia mecanica,Vehiculo,Alta,True,25,False,2977.68
2238,47413,38,10,10,2023-05-13,2023,5,23:21,Vandalismo,Seguridad,Media,False,7,False,513.41
2239,29367,10,24,7,2024-07-27,2024,7,07:24,Pinchazo,Vehiculo,Media,True,69,True,301.95
2240,31024,29,1,7,2022-10-26,2022,10,20:43,Condiciones meteo,Externo,Media,False,29,False,0.0
2241,17622,25,11,6,2024-03-25,2024,3,12:21,Huelga parcial,Operacional,Alta,True,230,False,0.0
2242,13353,40,26,1,2024-09-06,2024,9,09:11,Accidente leve,Seguridad,Alta,True,111,False,2562.88
2243,25261,20,6,5,2024-06-29,2024,6,11:32,Averia mecanica,Vehiculo,Alta,True,55,False,1751.8
2244,4806,19,19,2,2024-06-14,2024,6,11:13,Averia mecanica,Vehiculo,Alta,True,15,True,2426.65
2245,45637,26,26,5,2024-09-30,2024,9,08:21,Accidente leve,Seguridad,Alta,True,20,True,2364.31
2246,29469,28,14,2,2022-12-24,2022,12,08:13,Fallo electrico,Vehiculo,Alta,True,11,False,1733.51
2247,30897,28,14,5,2024-03-26,2024,3,06:20,Averia mecanica,Vehiculo,Alta,True,51,False,1940.54
2248,22884,37,9,8,2022-04-05,2022,4,06:00,Accidente leve,Seguridad,Alta,True,29,True,2748.66
2249,42329,36,22,5,2023-07-06,2023,7,20:41,Pinchazo,Vehiculo,Media,True,41,True,185.13
2250,28815,4,4,3,2023-06-26,2023,6,19:18,Huelga parcial,Operacional,Alta,True,40,False,0.0
2251,34797,22,22,2,2023-07-21,2023,7,06:19,Vandalismo,Seguridad,Media,False,17,False,361.18
2252,48681,4,18,2,2023-02-18,2023,2,15:24,Condiciones meteo,Externo,Media,False,9,False,0.0
2253,16523,18,4,2,2024-07-18,2024,7,20:27,Obras calzada,Externo,Media,False,7,False,0.0
2254,34411,14,28,5,2022-09-28,2022,9,09:13,Averia mecanica,Vehiculo,Alta,True,13,False,2847.05
2255,30294,13,27,5,2023-09-03,2023,9,10:22,Fallo electrico,Vehiculo,Alta,True,74,True,1741.31
2256,16862,21,7,10,2023-09-24,2023,9,22:00,Pasajero enfermo,Servicio,Media,False,5,False,90.36
2257,37200,31,17,8,2023-07-11,2023,7,07:08,Huelga parcial,Operacional,Alta,True,75,False,0.0
2258,37715,42,28,8,2022-03-16,2022,3,19:08,Fallo climatizacion,Vehiculo,Baja,False,98,False,206.58
2259,26362,29,15,4,2022-02-26,2022,2,15:20,Averia mecanica,Vehiculo,Alta,True,21,True,1795.6
2260,23393,42,14,6,2023-10-02,2023,10,14:51,Accidente grave,Seguridad,Critica,True,136,False,14182.76
2261,40907,42,28,1,2024-01-30,2024,1,18:21,Accidente leve,Seguridad,Alta,True,14,True,3125.59
2262,36274,29,15,9,2023-10-01,2023,10,18:51,Vandalismo,Seguridad,Media,False,5,False,479.66
2263,34976,33,5,6,2023-10-07,2023,10,10:40,Fallo electrico,Vehiculo,Alta,True,54,True,691.42
2264,48572,21,21,1,2023-10-16,2023,10,08:10,Averia mecanica,Vehiculo,Alta,True,68,False,853.27
2265,22637,42,14,8,2023-04-14,2023,4,09:50,Retencion trafico,Externo,Baja,False,30,False,16.62
2266,38161,26,26,4,2022-01-11,2022,1,17:02,Condiciones meteo,Externo,Media,False,10,False,0.0
2267,32791,32,4,8,2023-02-20,2023,2,19:10,Vandalismo,Seguridad,Media,False,15,False,408.64
2268,34516,35,21,4,2023-01-17,2023,1,17:38,Fallo electrico,Vehiculo,Alta,True,7,True,1362.45
2269,342,7,7,8,2023-04-20,2023,4,06:47,Huelga parcial,Operacional,Alta,True,139,False,0.0
2270,28852,41,13,1,2023-04-03,2023,4,16:46,Condiciones meteo,Externo,Media,False,21,False,0.0
2271,15640,17,17,1,2024-07-12,2024,7,11:11,Averia mecanica,Vehiculo,Alta,True,7,True,674.36
2272,7482,7,7,7,2024-02-29,2024,2,06:12,Averia mecanica,Vehiculo,Alta,True,6,False,2239.53
2273,22173,40,26,6,2023-12-11,2023,12,12:18,Huelga parcial,Operacional,Alta,True,174,True,0.0
2274,16236,25,25,2,2023-03-02,2023,3,08:04,Huelga parcial,Operacional,Alta,True,230,True,0.0
2275,34440,1,1,3,2023-12-13,2023,12,07:42,Condiciones meteo,Externo,Media,False,5,False,0.0
2276,9304,23,9,6,2022-03-22,2022,3,06:15,Accidente grave,Seguridad,Critica,True,110,True,9082.61
2277,31764,13,13,5,2023-09-22,2023,9,19:37,Pinchazo,Vehiculo,Media,True,16,True,332.58
2278,4409,42,14,4,2023-07-11,2023,7,16:57,Condiciones meteo,Externo,Media,False,17,False,0.0
2279,15128,9,9,3,2022-11-29,2022,11,18:32,Huelga parcial,Operacional,Alta,True,11,True,0.0
2280,20466,13,27,7,2023-08-14,2023,8,14:40,Pinchazo,Vehiculo,Media,True,90,True,375.5
2281,15179,18,4,3,2024-10-26,2024,10,09:03,Condiciones meteo,Externo,Media,False,15,False,0.0
2282,16049,6,6,3,2024-12-04,2024,12,07:59,Fallo climatizacion,Vehiculo,Baja,False,9,False,169.42
2283,22270,11,11,10,2022-01-13,2022,1,23:35,Obras calzada,Externo,Media,False,15,False,0.0
2284,48939,10,24,9,2023-10-08,2023,10,19:35,Huelga parcial,Operacional,Alta,True,19,False,0.0
2285,19682,27,27,8,2022-01-31,2022,1,11:01,Accidente grave,Seguridad,Critica,True,12,True,9027.57
2286,18684,37,9,9,2024-03-30,2024,3,10:51,Fallo climatizacion,Vehiculo,Baja,False,42,False,291.08
2287,35536,5,5,9,2024-10-06,2024,10,15:30,Fallo climatizacion,Vehiculo,Baja,False,39,False,236.02
2288,16108,23,9,6,2022-01-23,2022,1,12:53,Fallo climatizacion,Vehiculo,Baja,False,17,False,233.36
2289,13760,27,13,10,2023-10-21,2023,10,23:56,Fallo climatizacion,Vehiculo,Baja,False,17,False,257.11
2290,24494,9,23,2,2022-09-19,2022,9,10:14,Huelga parcial,Operacional,Alta,True,16,True,0.0
2291,33815,6,20,7,2022-11-01,2022,11,07:38,Averia mecanica,Vehiculo,Alta,True,8,True,2813.82
2292,38797,32,18,3,2023-07-23,2023,7,10:01,Obras calzada,Externo,Media,False,19,False,0.0
2293,9829,2,2,4,2023-05-27,2023,5,22:42,Pasajero enfermo,Servicio,Media,False,5,False,49.41
2294,37811,12,12,6,2022-07-31,2022,7,15:50,Pasajero enfermo,Servicio,Media,False,23,False,92.0
2295,45298,23,23,1,2023-10-31,2023,10,22:40,Pasajero enfermo,Servicio,Media,False,5,False,48.47
2296,36297,10,10,6,2024-12-13,2024,12,09:33,Vandalismo,Seguridad,Media,False,8,False,403.88
2297,19139,30,16,7,2022-01-29,2022,1,21:10,Obras calzada,Externo,Media,False,38,False,0.0
2298,28890,37,23,2,2024-09-30,2024,9,11:28,Accidente leve,Seguridad,Alta,True,44,True,3056.16
2299,11430,7,7,10,2024-12-19,2024,12,23:54,Pasajero enfermo,Servicio,Media,False,5,False,76.55
2300,8474,33,19,5,2024-11-16,2024,11,15:02,Accidente leve,Seguridad,Alta,True,17,True,1842.67
2301,31429,14,14,1,2022-09-09,2022,9,19:50,Fallo electrico,Vehiculo,Alta,True,130,True,1165.43
2302,25230,31,3,9,2022-07-11,2022,7,14:03,Huelga parcial,Operacional,Alta,True,10,False,0.0
2303,48134,3,3,3,2022-12-15,2022,12,19:42,Obras calzada,Externo,Media,False,58,False,0.0
2304,5344,11,25,4,2022-06-26,2022,6,21:50,Averia mecanica,Vehiculo,Alta,True,8,True,1474.9
2305,6430,5,19,1,2024-05-18,2024,5,12:20,Pasajero enfermo,Servicio,Media,False,5,False,61.61
2306,10099,20,20,1,2022-04-10,2022,4,10:21,Obras calzada,Externo,Media,False,5,False,0.0
2307,32320,23,9,1,2023-03-25,2023,3,08:43,Retencion trafico,Externo,Baja,False,51,False,36.55
2308,19892,27,13,9,2023-11-18,2023,11,10:50,Huelga parcial,Operacional,Alta,True,57,True,0.0
2309,7469,36,22,1,2024-08-23,2024,8,13:26,Averia mecanica,Vehiculo,Alta,True,10,True,1729.11
2310,34030,11,11,6,2024-10-05,2024,10,20:58,Fallo climatizacion,Vehiculo,Baja,False,8,False,95.05
2311,38248,29,1,2,2023-05-06,2023,5,19:27,Huelga parcial,Operacional,Alta,True,9,False,0.0
2312,9621,4,18,3,2022-02-16,2022,2,13:25,Retencion trafico,Externo,Baja,False,29,False,37.34
2313,24561,34,6,4,2023-04-04,2023,4,09:45,Pasajero enfermo,Servicio,Media,False,20,False,13.13
2314,5298,7,7,3,2022-11-22,2022,11,19:32,Accidente leve,Seguridad,Alta,True,28,False,3281.56
2315,10440,25,25,2,2022-10-11,2022,10,19:30,Accidente grave,Seguridad,Critica,True,66,True,9628.09
2316,18111,10,24,1,2022-08-12,2022,8,12:46,Condiciones meteo,Externo,Media,False,7,False,0.0
2317,9562,29,15,3,2024-11-18,2024,11,20:07,Fallo climatizacion,Vehiculo,Baja,False,12,False,127.81
2318,48361,20,6,8,2022-07-17,2022,7,18:54,Obras calzada,Externo,Media,False,33,False,0.0
2319,7457,24,10,8,2023-04-23,2023,4,15:29,Fallo electrico,Vehiculo,Alta,True,89,False,566.8
2320,8664,13,13,9,2023-06-14,2023,6,20:24,Condiciones meteo,Externo,Media,False,30,False,0.0
2321,43406,21,7,4,2024-09-05,2024,9,19:34,Obras calzada,Externo,Media,False,5,False,0.0
2322,13507,26,12,6,2023-04-01,2023,4,15:16,Pinchazo,Vehiculo,Media,True,26,True,303.05
2323,6891,4,4,1,2022-06-04,2022,6,09:31,Retencion trafico,Externo,Baja,False,5,False,24.53
2324,46831,2,16,9,2023-05-09,2023,5,07:22,Averia mecanica,Vehiculo,Alta,True,93,False,843.74
2325,46704,1,1,5,2023-01-19,2023,1,19:03,Pasajero enfermo,Servicio,Media,False,5,False,78.68
2326,39127,26,12,9,2024-10-10,2024,10,18:22,Accidente grave,Seguridad,Critica,True,91,False,14000.18
2327,38473,2,2,9,2024-02-16,2024,2,08:16,Averia mecanica,Vehiculo,Alta,True,22,False,1314.82
2328,6194,21,7,4,2023-06-23,2023,6,11:05,Retencion trafico,Externo,Baja,False,23,False,13.68
2329,33181,2,2,7,2022-12-11,2022,12,13:01,Pasajero enfermo,Servicio,Media,False,11,False,14.69
2330,4253,12,26,6,2024-07-16,2024,7,17:25,Condiciones meteo,Externo,Media,False,14,False,0.0
2331,15954,37,23,5,2024-05-05,2024,5,06:00,Accidente leve,Seguridad,Alta,True,5,False,2837.24
2332,30521,30,2,1,2024-03-09,2024,3,09:11,Pinchazo,Vehiculo,Media,True,15,False,144.61
2333,22808,3,17,6,2023-01-29,2023,1,12:46,Huelga parcial,Operacional,Alta,True,22,True,0.0
2334,21584,39,25,4,2024-03-02,2024,3,20:53,Condiciones meteo,Externo,Media,False,14,False,0.0
2335,2419,26,12,8,2024-08-07,2024,8,20:13,Pasajero enfermo,Servicio,Media,False,21,False,25.2
2336,43474,5,19,4,2024-10-02,2024,10,15:40,Fallo climatizacion,Vehiculo,Baja,False,11,False,266.02
2337,24110,3,3,4,2023-11-20,2023,11,11:50,Fallo climatizacion,Vehiculo,Baja,False,17,False,146.27
2338,36561,22,22,8,2024-05-20,2024,5,17:25,Huelga parcial,Operacional,Alta,True,10,True,0.0
2339,31406,33,19,3,2022-10-27,2022,10,18:20,Pasajero enfermo,Servicio,Media,False,5,False,52.64
2340,29906,3,3,3,2023-07-17,2023,7,07:34,Fallo electrico,Vehiculo,Alta,True,37,True,755.68
2341,1955,24,24,6,2023-02-04,2023,2,07:37,Huelga parcial,Operacional,Alta,True,5,True,0.0
2342,35072,3,17,2,2022-07-16,2022,7,08:44,Obras calzada,Externo,Media,False,9,False,0.0
2343,45791,12,12,10,2023-02-21,2023,2,22:32,Fallo climatizacion,Vehiculo,Baja,False,56,False,80.76
2344,10658,33,19,7,2023-01-21,2023,1,18:01,Fallo climatizacion,Vehiculo,Baja,False,41,False,238.14
2345,3026,3,3,1,2022-01-28,2022,1,11:49,Accidente grave,Seguridad,Critica,True,5,True,12372.84
2346,27392,9,9,9,2024-01-04,2024,1,07:17,Fallo electrico,Vehiculo,Alta,True,34,False,1181.7
2347,13971,28,28,10,2023-01-18,2023,1,23:10,Fallo climatizacion,Vehiculo,Baja,False,7,False,242.74
2348,2117,18,18,3,2023-02-14,2023,2,10:04,Averia mecanica,Vehiculo,Alta,True,71,True,2961.17
2349,44219,36,8,6,2022-11-18,2022,11,09:23,Fallo climatizacion,Vehiculo,Baja,False,18,False,121.97
2350,18634,29,15,10,2022-04-03,2022,4,04:09,Pinchazo,Vehiculo,Media,True,9,True,226.52
2351,7921,26,26,5,2022-09-15,2022,9,17:08,Averia mecanica,Vehiculo,Alta,True,52,True,1976.86
2352,31123,2,16,4,2023-06-23,2023,6,19:36,Vandalismo,Seguridad,Media,False,9,False,258.73
2353,7343,36,8,3,2024-11-25,2024,11,16:15,Pinchazo,Vehiculo,Media,True,27,True,100.9
2354,22168,35,21,3,2023-11-09,2023,11,13:02,Obras calzada,Externo,Media,False,13,False,0.0
2355,14132,21,21,9,2024-05-07,2024,5,14:30,Accidente leve,Seguridad,Alta,True,18,True,2540.14
2356,2869,14,14,4,2022-10-26,2022,10,08:43,Accidente grave,Seguridad,Critica,True,33,True,2112.04
2357,3654,1,15,10,2023-07-24,2023,7,00:10,Averia mecanica,Vehiculo,Alta,True,49,True,2637.87
2358,21995,30,16,1,2022-02-24,2022,2,21:31,Huelga parcial,Operacional,Alta,True,181,True,0.0
2359,22372,29,1,4,2022-03-06,2022,3,15:10,Averia mecanica,Vehiculo,Alta,True,26,False,2512.55
2360,26474,15,15,3,2022-12-10,2022,12,13:42,Averia mecanica,Vehiculo,Alta,True,15,True,1865.9
2361,9737,36,22,7,2024-10-01,2024,10,12:22,Fallo electrico,Vehiculo,Alta,True,14,True,1865.74
2362,49794,25,11,9,2022-05-19,2022,5,17:21,Pinchazo,Vehiculo,Media,True,5,False,240.81
2363,26601,16,2,3,2023-12-11,2023,12,10:50,Condiciones meteo,Externo,Media,False,7,False,0.0
2364,25542,7,7,10,2024-04-08,2024,4,04:00,Fallo electrico,Vehiculo,Alta,True,20,True,560.95
2365,38906,15,15,6,2022-12-14,2022,12,12:08,Pasajero enfermo,Servicio,Media,False,14,False,20.18
2366,15086,9,23,10,2023-05-13,2023,5,22:25,Pasajero enfermo,Servicio,Media,False,7,False,51.07
2367,40413,10,10,10,2022-08-02,2022,8,23:31,Fallo climatizacion,Vehiculo,Baja,False,42,False,210.48
2368,18279,10,24,8,2023-02-21,2023,2,22:32,Condiciones meteo,Externo,Media,False,5,False,0.0
2369,18290,21,7,3,2022-11-24,2022,11,12:01,Pinchazo,Vehiculo,Media,True,16,True,100.25
2370,2970,31,3,7,2023-01-08,2023,1,17:20,Vandalismo,Seguridad,Media,False,10,False,155.77
2371,28557,40,26,10,2023-08-08,2023,8,22:50,Accidente leve,Seguridad,Alta,True,5,False,1189.82
2372,6836,33,5,4,2023-09-15,2023,9,14:23,Fallo electrico,Vehiculo,Alta,True,55,True,857.78
2373,45468,25,25,1,2023-04-15,2023,4,19:31,Huelga parcial,Operacional,Alta,True,5,False,0.0
2374,13580,15,1,7,2024-01-15,2024,1,20:30,Retencion trafico,Externo,Baja,False,41,False,33.63
2375,32129,42,14,5,2024-04-30,2024,4,21:46,Fallo climatizacion,Vehiculo,Baja,False,5,False,76.56
2376,23444,9,9,7,2022-07-07,2022,7,19:15,Retencion trafico,Externo,Baja,False,43,False,40.17
2377,145,20,6,10,2023-03-21,2023,3,23:38,Obras calzada,Externo,Media,False,6,False,0.0
2378,29707,14,28,8,2023-01-22,2023,1,09:32,Accidente leve,Seguridad,Alta,True,5,True,3946.53
2379,9878,9,23,3,2022-06-05,2022,6,06:57,Pasajero enfermo,Servicio,Media,False,13,False,44.37
2380,17582,27,27,8,2023-01-27,2023,1,19:06,Accidente grave,Seguridad,Critica,True,5,True,12363.85
2381,33252,31,17,4,2023-12-28,2023,12,06:10,Pinchazo,Vehiculo,Media,True,5,True,128.57
2382,16345,8,22,5,2023-05-01,2023,5,20:59,Accidente leve,Seguridad,Alta,True,30,False,1689.67
2383,24104,39,25,1,2024-05-14,2024,5,08:20,Fallo electrico,Vehiculo,Alta,True,49,True,1774.75
2384,47235,28,28,10,2023-04-23,2023,4,23:59,Obras calzada,Externo,Media,False,20,False,0.0
2385,4623,4,4,8,2022-08-02,2022,8,16:26,Averia mecanica,Vehiculo,Alta,True,5,False,2137.43
2386,40553,24,10,4,2024-09-06,2024,9,07:12,Accidente leve,Seguridad,Alta,True,58,False,1574.99
2387,1254,37,23,8,2022-05-17,2022,5,08:20,Averia mecanica,Vehiculo,Alta,True,52,True,2287.72
2388,13076,15,1,8,2024-04-09,2024,4,13:33,Condiciones meteo,Externo,Media,False,8,False,0.0
2389,28365,16,2,8,2024-03-08,2024,3,20:10,Pinchazo,Vehiculo,Media,True,5,True,101.66
2390,7144,5,5,10,2023-10-03,2023,10,05:01,Fallo climatizacion,Vehiculo,Baja,False,5,False,195.6
2391,17839,32,4,3,2024-05-03,2024,5,18:16,Pasajero enfermo,Servicio,Media,False,18,False,93.59
2392,31493,36,22,1,2022-04-25,2022,4,20:21,Huelga parcial,Operacional,Alta,True,5,True,0.0
2393,30169,14,14,8,2022-02-08,2022,2,06:33,Accidente leve,Seguridad,Alta,True,5,True,1207.67
2394,41841,10,10,8,2023-09-14,2023,9,09:21,Vandalismo,Seguridad,Media,False,8,False,480.06
2395,40085,18,18,5,2024-01-24,2024,1,16:16,Vandalismo,Seguridad,Media,False,10,False,283.0
2396,12801,34,6,6,2023-01-15,2023,1,11:21,Pinchazo,Vehiculo,Media,True,5,True,123.38
2397,6195,22,8,4,2024-09-26,2024,9,20:30,Pinchazo,Vehiculo,Media,True,35,True,106.33
2398,13686,37,23,9,2024-02-23,2024,2,21:00,Huelga parcial,Operacional,Alta,True,5,True,0.0
2399,23380,29,1,5,2023-03-20,2023,3,15:42,Averia mecanica,Vehiculo,Alta,True,45,True,1889.24
2400,27064,17,17,3,2023-01-01,2023,1,09:31,Fallo electrico,Vehiculo,Alta,True,30,False,550.96
2401,34163,18,4,3,2023-03-04,2023,3,19:20,Pinchazo,Vehiculo,Media,True,9,True,294.38
2402,45521,36,22,9,2023-02-19,2023,2,19:26,Retencion trafico,Externo,Baja,False,31,False,6.25
2403,16543,38,24,1,2024-10-03,2024,10,11:34,Huelga parcial,Operacional,Alta,True,10,True,0.0
2404,14564,33,5,10,2023-07-08,2023,7,23:42,Fallo electrico,Vehiculo,Alta,True,125,True,1138.22
2405,26766,13,27,7,2023-06-24,2023,6,12:14,Retencion trafico,Externo,Baja,False,5,False,34.98
2406,49616,15,1,9,2023-05-16,2023,5,08:04,Pinchazo,Vehiculo,Media,True,12,True,348.49
2407,10854,19,19,2,2023-01-02,2023,1,19:55,Vandalismo,Seguridad,Media,False,5,False,670.59
2408,29181,34,6,4,2022-12-08,2022,12,16:41,Retencion trafico,Externo,Baja,False,25,False,12.17
2409,39363,10,24,6,2024-06-15,2024,6,07:30,Fallo climatizacion,Vehiculo,Baja,False,5,False,227.49
2410,38960,27,13,6,2024-04-02,2024,4,09:11,Fallo climatizacion,Vehiculo,Baja,False,9,False,207.8
2411,12372,25,25,5,2024-04-17,2024,4,22:02,Obras calzada,Externo,Media,False,6,False,0.0
2412,44510,33,19,6,2023-01-22,2023,1,20:06,Obras calzada,Externo,Media,False,5,False,0.0
2413,28233,10,10,9,2023-09-18,2023,9,06:56,Accidente grave,Seguridad,Critica,True,7,False,8767.24
2414,12124,29,1,7,2022-10-28,2022,10,11:00,Huelga parcial,Operacional,Alta,True,5,False,0.0
2415,17312,9,9,9,2022-02-16,2022,2,07:51,Accidente grave,Seguridad,Critica,True,106,False,5820.26
2416,33818,9,23,7,2023-02-12,2023,2,13:01,Pinchazo,Vehiculo,Media,True,5,True,336.38
2417,3618,7,7,3,2024-02-21,2024,2,16:42,Averia mecanica,Vehiculo,Alta,True,66,True,789.66
2418,1122,31,3,10,2023-11-05,2023,11,23:44,Retencion trafico,Externo,Baja,False,16,False,36.48
2419,48746,27,27,5,2023-03-21,2023,3,21:51,Fallo climatizacion,Vehiculo,Baja,False,13,False,158.48
2420,26186,21,7,4,2024-08-13,2024,8,10:50,Accidente leve,Seguridad,Alta,True,28,True,2307.15
2421,31589,6,6,10,2024-04-28,2024,4,22:40,Obras calzada,Externo,Media,False,7,False,0.0
2422,43814,9,23,3,2023-01-01,2023,1,14:00,Pinchazo,Vehiculo,Media,True,5,False,111.07
2423,24804,25,25,9,2024-01-22,2024,1,13:31,Accidente leve,Seguridad,Alta,True,21,False,1140.92
2424,28453,20,6,4,2022-01-24,2022,1,20:43,Retencion trafico,Externo,Baja,False,17,False,34.9
2425,35352,31,17,8,2024-04-25,2024,4,08:20,Fallo climatizacion,Vehiculo,Baja,False,5,False,236.11
2426,32606,15,15,5,2024-08-02,2024,8,15:32,Huelga parcial,Operacional,Alta,True,19,True,0.0
2427,31578,37,23,5,2024-01-18,2024,1,15:50,Accidente grave,Seguridad,Critica,True,115,True,9573.7
2428,32898,13,27,6,2024-12-07,2024,12,19:31,Accidente leve,Seguridad,Alta,True,5,False,2543.27
2429,21749,36,22,5,2023-12-20,2023,12,19:07,Vandalismo,Seguridad,Media,False,21,False,278.43
2430,10211,6,20,8,2023-11-09,2023,11,07:09,Huelga parcial,Operacional,Alta,True,12,True,0.0
2431,30479,30,16,10,2022-08-25,2022,8,22:31,Pinchazo,Vehiculo,Media,True,5,True,101.2
2432,24527,42,28,8,2022-12-15,2022,12,07:25,Condiciones meteo,Externo,Media,False,7,False,0.0
2433,39454,17,3,1,2024-07-21,2024,7,09:10,Vandalismo,Seguridad,Media,False,33,False,488.99
2434,48003,40,12,2,2024-02-06,2024,2,20:40,Fallo climatizacion,Vehiculo,Baja,False,16,False,168.89
2435,21366,31,3,5,2024-10-23,2024,10,13:45,Accidente grave,Seguridad,Critica,True,205,True,8839.14
2436,22816,11,25,4,2022-04-03,2022,4,10:04,Fallo climatizacion,Vehiculo,Baja,False,5,False,202.06
2437,33754,29,15,8,2023-09-14,2023,9,15:15,Averia mecanica,Vehiculo,Alta,True,23,False,2538.01
2438,41620,41,13,6,2023-02-15,2023,2,07:39,Pasajero enfermo,Servicio,Media,False,65,False,38.39
2439,20331,4,4,10,2024-01-14,2024,1,23:45,Fallo electrico,Vehiculo,Alta,True,33,True,823.45
2440,27652,17,17,1,2024-05-31,2024,5,12:50,Accidente leve,Seguridad,Alta,True,37,False,3904.87
2441,16034,33,19,8,2024-04-13,2024,4,13:01,Fallo climatizacion,Vehiculo,Baja,False,9,False,147.25
2442,45694,41,27,2,2023-07-28,2023,7,20:22,Accidente grave,Seguridad,Critica,True,57,True,5585.07
2443,43868,21,21,6,2023-04-16,2023,4,14:00,Fallo electrico,Vehiculo,Alta,True,6,True,1710.31
2444,7880,27,13,7,2023-05-22,2023,5,20:31,Pinchazo,Vehiculo,Media,True,47,True,255.07
2445,2085,28,14,1,2024-11-01,2024,11,20:31,Pinchazo,Vehiculo,Media,True,26,False,196.65
2446,36921,4,18,5,2022-09-26,2022,9,12:33,Retencion trafico,Externo,Baja,False,21,False,5.0
2447,12688,5,5,2,2024-03-10,2024,3,15:11,Averia mecanica,Vehiculo,Alta,True,140,True,2480.8
2448,13322,9,23,6,2023-02-10,2023,2,06:23,Accidente leve,Seguridad,Alta,True,83,False,2740.32
2449,17833,26,26,8,2023-02-05,2023,2,06:39,Fallo electrico,Vehiculo,Alta,True,51,True,1537.87
2450,32611,20,20,6,2024-06-08,2024,6,08:24,Accidente grave,Seguridad,Critica,True,209,True,3849.41
2451,46169,12,26,7,2024-07-19,2024,7,07:24,Fallo electrico,Vehiculo,Alta,True,93,False,1667.52
2452,45418,17,3,1,2022-05-31,2022,5,20:22,Pasajero enfermo,Servicio,Media,False,12,False,87.22
2453,4036,5,5,1,2022-11-29,2022,11,11:30,Accidente grave,Seguridad,Critica,True,42,True,3428.65
2454,23657,12,26,6,2022-05-06,2022,5,15:24,Accidente grave,Seguridad,Critica,True,75,False,9815.22
2455,19013,30,2,3,2023-02-12,2023,2,15:44,Huelga parcial,Operacional,Alta,True,8,False,0.0
2456,44034,19,19,5,2023-09-26,2023,9,09:30,Averia mecanica,Vehiculo,Alta,True,33,False,2124.7
2457,400,23,9,1,2024-12-02,2024,12,07:43,Condiciones meteo,Externo,Media,False,5,False,0.0
2458,28161,22,22,10,2024-09-14,2024,9,22:10,Fallo electrico,Vehiculo,Alta,True,16,True,699.8
2459,17437,8,22,7,2022-10-02,2022,10,21:51,Accidente grave,Seguridad,Critica,True,25,True,4913.22
2460,41096,21,21,7,2024-08-20,2024,8,06:21,Accidente leve,Seguridad,Alta,True,18,True,2594.5
2461,22495,26,12,7,2024-02-20,2024,2,08:30,Obras calzada,Externo,Media,False,24,False,0.0
2462,30823,38,24,8,2022-10-28,2022,10,11:01,Fallo climatizacion,Vehiculo,Baja,False,13,False,217.66
2463,20051,18,4,1,2024-11-19,2024,11,12:20,Fallo climatizacion,Vehiculo,Baja,False,5,False,155.8
2464,40023,40,12,9,2022-05-28,2022,5,06:05,Vandalismo,Seguridad,Media,False,12,False,228.02
2465,12760,35,21,10,2024-04-16,2024,4,05:02,Pasajero enfermo,Servicio,Media,False,45,False,49.9
2466,31167,4,4,7,2023-08-25,2023,8,11:43,Accidente leve,Seguridad,Alta,True,46,False,3627.77
2467,6468,1,1,4,2022-04-17,2022,4,17:41,Accidente grave,Seguridad,Critica,True,62,True,8290.8
2468,32238,25,11,8,2024-07-11,2024,7,21:53,Pasajero enfermo,Servicio,Media,False,20,False,27.34
2469,1373,30,2,5,2024-10-10,2024,10,13:43,Fallo climatizacion,Vehiculo,Baja,False,5,False,222.7
2470,38359,14,28,5,2022-12-26,2022,12,19:10,Huelga parcial,Operacional,Alta,True,75,True,0.0
2471,927,4,4,3,2023-03-19,2023,3,20:21,Vandalismo,Seguridad,Media,False,47,False,296.09
2472,35818,35,7,6,2023-05-24,2023,5,12:10,Huelga parcial,Operacional,Alta,True,13,False,0.0
2473,10116,37,9,2,2024-08-20,2024,8,18:27,Retencion trafico,Externo,Baja,False,5,False,17.36
2474,8319,4,4,5,2024-08-19,2024,8,08:27,Obras calzada,Externo,Media,False,24,False,0.0
2475,26073,34,6,8,2023-12-28,2023,12,15:35,Vandalismo,Seguridad,Media,False,5,False,354.96
2476,29730,37,23,4,2024-07-30,2024,7,11:23,Pasajero enfermo,Servicio,Media,False,12,False,30.79
2477,9626,9,23,4,2022-01-05,2022,1,20:14,Pasajero enfermo,Servicio,Media,False,11,False,65.33
2478,3786,7,7,10,2024-10-05,2024,10,22:00,Retencion trafico,Externo,Baja,False,26,False,30.31
2479,20886,13,27,1,2024-10-09,2024,10,06:55,Accidente grave,Seguridad,Critica,True,7,False,8540.42
2480,6905,18,18,9,2022-07-15,2022,7,11:24,Retencion trafico,Externo,Baja,False,5,False,16.74
2481,6479,12,12,1,2022-06-13,2022,6,07:22,Pasajero enfermo,Servicio,Media,False,7,False,94.22
2482,27149,18,18,7,2023-01-17,2023,1,08:13,Accidente grave,Seguridad,Critica,True,24,True,3968.63
2483,33658,17,3,9,2024-02-25,2024,2,15:34,Condiciones meteo,Externo,Media,False,5,False,0.0
2484,38900,9,9,7,2023-07-06,2023,7,14:41,Vandalismo,Seguridad,Media,False,27,False,372.33
