viaje_id,linea_id,vehiculo_id,conductor_id,parada_origen_id,parada_destino_id,fecha,anno,mes,dia_semana,es_festivo,franja_horaria,hora_salida_prog,hora_salida_real,hora_llegada_real,retraso_salida_min,duracion_real_min,pasajeros_subidos,ocupacion_pct,km_programados,km_recorridos,viaje_completado,consumo,tarifa_predominante_id
20666,3,3,3,25,54,2023-10-30,2023,10,Monday,False,Tarde,16:10,16:14,17:01,4,47,54.0,0.415,9.7,9.7,True,3.81,9
20667,9,4,4,25,110,2024-02-03,2024,2,Saturday,True,Valle manana,09:50,09:51,11:03,1,72,54.0,0.415,19.8,19.8,True,8.6,4
20668,6,5,5,34,96,2024-02-10,2024,2,Saturday,True,Tarde punta,20:30,20:40,22:18,10,98,100.0,0.8,23.5,23.5,True,9.98,9
20669,4,6,6,18,50,2023-07-16,2023,7,Sunday,True,Manana punta,08:40,08:44,09:50,4,66,128.0,0.692,14.1,14.1,True,5.11,3
20670,9,7,7,8,106,2024-08-06,2024,8,Tuesday,False,Tarde,14:00,14:01,15:22,1,81,25.0,0.192,19.8,19.8,True,27.14,6
20671,4,8,8,28,80,2024-11-03,2024,11,Sunday,True,Valle manana,10:40,10:50,11:59,10,69,20.0,0.154,14.1,14.1,True,17.06,4
20672,4,9,9,4,92,2024-07-07,2024,7,Sunday,True,Valle manana,11:30,11:30,12:46,0,76,34.0,0.272,14.1,14.1,True,15.68,3
20673,6,10,10,33,87,2023-06-17,2023,6,Saturday,True,Valle manana,11:10,11:12,12:38,2,86,31.0,0.242,23.5,23.5,True,5.94,4
20674,7,11,11,28,72,2023-08-12,2023,8,Saturday,True,Manana punta,06:50,07:02,07:45,12,43,101.0,0.789,8.9,8.9,True,1.67,2
20675,7,12,12,18,102,2024-12-15,2024,12,Sunday,True,Tarde punta,20:20,20:26,21:03,6,37,102.0,0.797,8.9,8.9,True,3.74,8
20676,10,13,13,38,45,2024-05-03,2024,5,Friday,False,Madrugada,03:30,03:29,04:25,-1,56,79.0,0.439,15.0,15.0,True,5.98,3
20677,1,14,14,2,50,2024-03-13,2024,3,Wednesday,False,Tarde punta,20:10,20:17,21:30,7,73,89.0,0.712,18.4,18.4,True,25.51,3
20678,5,15,15,11,110,2024-07-30,2024,7,Tuesday,False,Noche,21:50,21:52,22:26,2,34,18.0,0.141,7.3,7.3,True,2.8,2
20679,9,16,16,9,86,2023-11-16,2023,11,Thursday,False,Valle manana,10:00,10:04,11:47,4,103,44.0,0.344,19.8,19.8,True,7.92,8
20680,10,17,17,10,43,2024-12-14,2024,12,Saturday,True,Madrugada,02:00,02:00,02:53,0,53,48.0,0.375,15.0,15.0,True,5.26,3
20681,1,18,18,22,69,2022-02-01,2022,2,Tuesday,False,Tarde,14:30,14:35,15:40,5,65,27.0,0.208,18.4,18.4,True,6.88,2
20682,8,19,19,25,71,2023-01-23,2023,1,Monday,False,Valle manana,13:10,13:10,13:55,0,45,61.0,0.469,12.6,12.6,True,4.14,1
20683,8,20,20,10,61,2022-07-03,2022,7,Sunday,True,Valle manana,12:50,12:56,14:00,6,64,53.0,0.424,12.6,12.6,True,4.11,3
20684,9,21,21,29,105,2023-01-17,2023,1,Tuesday,False,Manana punta,06:40,06:40,07:51,0,71,154.0,0.832,19.8,19.8,True,6.55,9
20685,4,22,22,35,109,2023-02-23,2023,2,Thursday,False,Tarde punta,18:20,18:22,19:38,2,76,123.0,0.946,14.1,14.1,True,19.06,1
20686,5,23,23,16,95,2024-05-13,2024,5,Monday,False,Tarde punta,20:00,20:08,20:35,8,27,98.0,0.754,7.3,7.3,True,9.05,3
20687,1,24,24,1,112,2023-01-11,2023,1,Wednesday,False,Tarde punta,17:30,17:30,18:35,0,65,109.0,0.872,18.4,18.4,True,23.43,3
20688,2,25,25,28,117,2022-08-05,2022,8,Friday,False,Tarde punta,20:00,20:01,20:41,1,40,66.0,0.516,11.2,11.2,True,2.41,3
20689,5,26,26,10,118,2022-06-16,2022,6,Thursday,False,Tarde,14:50,14:52,15:22,2,30,56.0,0.438,7.3,7.3,True,1.42,1
20690,4,27,27,38,82,2023-12-01,2023,12,Friday,False,Valle manana,10:10,10:13,11:29,3,76,26.0,0.203,14.1,14.1,True,4.43,4
20691,8,28,28,40,99,2023-06-29,2023,6,Thursday,False,Tarde punta,20:20,20:28,21:13,8,45,141.0,0.783,12.6,12.6,True,5.39,3
20692,8,29,1,7,82,2024-08-27,2024,8,Tuesday,False,Tarde punta,18:50,18:50,19:37,0,47,66.0,0.528,12.6,12.6,True,13.27,3
20693,7,30,2,18,95,2023-03-11,2023,3,Saturday,True,Valle manana,10:40,10:43,11:31,3,48,54.0,0.422,8.9,8.9,True,2.83,3
20694,8,31,3,39,66,2022-06-05,2022,6,Sunday,True,Tarde punta,19:20,19:20,20:27,0,67,93.0,0.727,12.6,12.6,True,4.84,3
20695,7,32,4,3,48,2024-07-11,2024,7,Thursday,False,Valle manana,09:20,09:20,10:00,0,40,18.0,0.141,8.9,8.9,True,3.25,9
20696,8,33,5,39,96,2024-07-01,2024,7,Monday,False,Noche,22:30,22:30,23:14,0,44,44.0,0.338,12.6,12.6,True,5.43,3
20697,7,34,6,38,83,2022-10-22,2022,10,Saturday,True,Tarde punta,20:10,20:19,20:58,9,39,97.0,0.746,8.9,8.9,True,3.34,2
20698,8,35,7,15,120,2024-10-29,2024,10,Tuesday,False,Tarde,16:00,16:04,16:59,4,55,77.0,0.616,12.6,12.6,True,5.39,2
20699,1,36,8,21,59,2023-09-06,2023,9,Wednesday,False,Manana punta,08:30,08:41,09:47,11,66,181.0,0.978,18.4,18.4,True,7.72,2
20700,5,37,9,9,47,2022-08-14,2022,8,Sunday,True,Noche,21:30,21:30,21:56,0,26,78.0,0.6,7.3,7.3,True,7.94,4
20701,6,38,10,34,63,2023-07-22,2023,7,Saturday,True,Valle manana,13:50,13:52,15:34,2,102,90.0,0.692,23.5,23.5,True,28.11,2
20702,3,39,11,28,42,2023-12-25,2023,12,Monday,False,Tarde punta,19:10,19:11,19:56,1,45,99.0,0.792,9.7,9.7,True,12.89,5
20703,4,40,12,5,52,2022-06-15,2022,6,Wednesday,False,Tarde punta,17:50,18:02,19:07,12,65,99.0,0.773,14.1,14.1,True,3.51,2
20704,3,41,13,11,47,2023-10-03,2023,10,Tuesday,False,Manana punta,07:00,07:15,07:59,15,44,74.0,0.578,9.7,9.7,True,2.11,5
20705,1,42,14,2,95,2023-04-01,2023,4,Saturday,True,Valle manana,13:50,13:50,15:23,0,93,54.0,0.422,18.4,18.4,True,5.98,7
20706,7,1,15,21,100,2023-02-17,2023,2,Friday,False,Valle manana,11:50,11:50,12:33,0,43,17.0,0.133,8.9,8.9,True,3.73,3
20707,5,2,16,2,96,2022-04-20,2022,4,Wednesday,False,Tarde,15:40,15:41,16:13,1,32,86.0,0.672,7.3,7.3,True,2.58,3
20708,2,3,17,37,65,2024-02-02,2024,2,Friday,False,Tarde punta,18:10,18:10,19:10,0,60,54.0,0.415,11.2,11.2,True,4.58,2
20709,1,4,18,28,99,2023-01-12,2023,1,Thursday,False,Valle manana,09:30,09:42,11:20,12,98,33.0,0.254,18.4,18.4,True,5.79,4
20710,4,5,19,3,98,2024-09-21,2024,9,Saturday,True,Manana punta,07:30,07:34,08:49,4,75,80.0,0.64,14.1,14.1,True,5.28,2
20711,9,6,20,22,88,2023-02-28,2023,2,Tuesday,False,Tarde punta,20:10,20:12,21:49,2,97,108.0,0.584,19.8,19.8,True,8.29,1
20712,3,7,21,17,87,2024-01-31,2024,1,Wednesday,False,Tarde punta,17:20,17:42,18:16,22,34,114.0,0.877,9.7,9.7,True,12.98,1
20713,9,8,22,14,46,2023-10-07,2023,10,Saturday,True,Manana punta,07:50,07:59,09:24,9,85,97.0,0.746,19.8,19.8,True,27.66,9
20714,9,9,23,35,94,2023-10-27,2023,10,Friday,False,Valle manana,13:30,13:30,14:53,0,83,48.0,0.384,19.8,19.8,True,22.65,5
20715,10,10,24,29,88,2023-01-12,2023,1,Thursday,False,Madrugada,05:50,05:48,06:57,-2,69,29.0,0.227,15.0,15.0,True,3.15,3
20716,5,11,25,12,86,2022-11-27,2022,11,Sunday,True,Valle manana,09:40,09:42,10:12,2,30,23.0,0.18,7.3,7.3,True,1.74,6
20717,8,12,26,14,51,2023-08-07,2023,8,Monday,False,Noche,21:40,21:49,22:51,9,62,43.0,0.336,12.6,12.6,True,5.27,3
20718,2,13,27,2,61,2022-02-08,2022,2,Tuesday,False,Tarde punta,18:30,18:36,19:36,6,60,93.0,0.517,11.2,11.2,True,4.88,2
20719,1,14,28,21,48,2023-07-14,2023,7,Friday,False,Manana punta,08:30,08:33,09:49,3,76,87.0,0.696,18.4,18.4,True,23.69,3
20720,10,15,1,40,68,2024-05-05,2024,5,Sunday,True,Noche,23:40,23:44,00:58,4,74,35.0,0.273,15.0,15.0,True,5.43,2
20721,6,16,2,15,115,2023-08-29,2023,8,Tuesday,False,Valle manana,09:30,09:30,11:34,0,124,21.0,0.164,23.5,23.5,True,8.69,3
20722,4,17,3,12,64,2024-08-11,2024,8,Sunday,True,Tarde punta,17:20,17:32,18:46,12,74,96.0,0.75,14.1,14.1,True,5.1,9
20723,7,18,4,9,100,2023-11-22,2023,11,Wednesday,False,Valle manana,13:00,13:01,13:45,1,44,11.0,0.085,8.9,8.9,True,3.39,5
20724,4,19,5,21,112,2023-11-12,2023,11,Sunday,True,Valle manana,13:50,13:52,15:00,2,68,56.0,0.431,14.1,14.1,True,5.79,3
20725,1,20,6,10,88,2024-12-13,2024,12,Friday,False,Tarde,16:00,16:04,17:19,4,75,24.0,0.192,18.4,18.4,True,6.08,9
20726,7,21,7,36,41,2023-11-05,2023,11,Sunday,True,Valle manana,12:40,12:42,13:25,2,43,76.0,0.411,8.9,8.9,True,3.63,9
20727,5,22,8,29,90,2023-10-22,2023,10,Sunday,True,Valle manana,12:50,12:51,13:29,1,38,83.0,0.638,7.3,7.3,True,9.98,4
20728,7,23,9,15,82,2022-10-11,2022,10,Tuesday,False,Tarde punta,19:30,19:43,20:20,13,37,117.0,0.9,8.9,8.9,True,9.48,2
20729,1,24,10,9,59,2022-03-20,2022,3,Sunday,True,Tarde punta,18:00,18:03,19:15,3,72,84.0,0.672,18.4,18.4,True,18.97,3
20730,2,25,11,38,75,2024-11-11,2024,11,Monday,False,Manana punta,06:30,06:43,07:28,13,45,92.0,0.719,11.2,11.2,True,2.93,3
20731,5,26,12,21,89,2024-02-22,2024,2,Thursday,False,Manana punta,07:50,07:55,08:29,5,34,112.0,0.875,7.3,7.3,True,2.01,3
20732,5,27,13,1,114,2022-04-03,2022,4,Sunday,True,Valle manana,11:40,11:46,12:12,6,26,38.0,0.297,7.3,7.3,True,2.48,9
20733,6,28,14,3,72,2022-06-01,2022,6,Wednesday,False,Tarde,16:30,16:32,18:36,2,124,41.0,0.228,23.5,23.5,True,8.32,2
20734,8,29,15,18,116,2024-04-16,2024,4,Tuesday,False,Manana punta,08:40,08:40,09:34,0,54,96.0,0.768,12.6,12.6,True,14.38,2
20735,2,30,16,13,96,2024-12-29,2024,12,Sunday,True,Tarde punta,17:10,17:10,17:49,0,39,86.0,0.672,11.2,11.2,True,3.92,2
20736,3,31,17,20,98,2022-11-26,2022,11,Saturday,True,Noche,21:40,21:44,22:33,4,49,73.0,0.57,9.7,9.7,True,3.45,3
20737,2,32,18,10,57,2023-12-14,2023,12,Thursday,False,Tarde punta,20:40,20:51,21:46,11,55,82.0,0.641,11.2,11.2,True,4.28,4
20738,9,33,19,2,103,2022-11-28,2022,11,Monday,False,Tarde punta,17:20,17:20,19:00,0,100,67.0,0.515,19.8,19.8,True,6.33,4
20739,2,34,20,26,77,2023-04-15,2023,4,Saturday,True,Tarde,14:00,14:00,14:43,0,43,26.0,0.2,11.2,11.2,True,4.61,3
20740,10,35,21,12,64,2022-01-29,2022,1,Saturday,True,Noche,23:10,23:19,00:15,9,56,13.0,0.104,15.0,15.0,True,4.94,3
20741,2,36,22,33,77,2023-08-14,2023,8,Monday,False,Noche,21:40,21:40,22:22,0,42,15.0,0.081,11.2,11.2,True,3.76,3
20742,3,37,23,32,80,2024-02-04,2024,2,Sunday,True,Tarde punta,17:00,17:03,17:56,3,53,83.0,0.638,9.7,9.7,True,11.28,5
20743,9,38,24,11,105,2023-01-18,2023,1,Wednesday,False,Manana punta,06:30,06:35,08:09,5,94,83.0,0.638,19.8,19.8,True,24.71,2
20744,9,39,25,37,49,2022-10-16,2022,10,Sunday,True,Valle manana,09:10,09:11,10:28,1,77,38.0,0.304,19.8,19.8,True,26.35,1
20745,1,40,26,7,63,2023-05-21,2023,5,Sunday,True,Noche,21:10,21:13,22:29,3,76,54.0,0.422,18.4,18.4,True,4.2,6
20746,4,41,27,36,74,2022-02-22,2022,2,Tuesday,False,Tarde,14:00,14:03,15:03,3,60,48.0,0.375,14.1,14.1,True,3.48,5
20747,10,42,28,37,109,2022-09-09,2022,9,Friday,False,Noche,22:40,22:41,23:37,1,56,23.0,0.18,15.0,15.0,True,5.55,2
20748,5,1,1,11,60,2022-04-22,2022,4,Friday,False,Tarde punta,19:50,19:58,20:32,8,34,83.0,0.648,7.3,7.3,True,2.77,9
20749,7,2,2,28,94,2022-09-25,2022,9,Sunday,True,Tarde punta,18:20,18:21,18:57,1,36,96.0,0.75,8.9,8.9,True,3.12,4
20750,9,3,3,35,62,2024-12-04,2024,12,Wednesday,False,Manana punta,07:10,07:17,08:27,7,70,107.0,0.823,19.8,19.8,True,6.36,3
20751,3,4,4,33,76,2024-04-03,2024,4,Wednesday,False,Tarde punta,19:40,19:55,20:32,15,37,90.0,0.692,9.7,9.7,True,3.62,2
20752,3,5,5,26,42,2023-04-01,2023,4,Saturday,True,Valle manana,10:20,10:25,11:03,5,38,11.0,0.088,9.7,9.7,True,3.21,9
20753,1,6,6,11,95,2022-03-08,2022,3,Tuesday,False,Valle manana,09:30,09:30,11:00,0,90,59.0,0.319,18.4,18.4,True,7.62,2
20754,4,7,7,15,66,2023-04-01,2023,4,Saturday,True,Manana punta,08:10,08:51,09:58,41,67,109.0,0.838,14.1,14.1,True,14.33,9
20755,4,8,8,3,95,2024-05-06,2024,5,Monday,False,Tarde punta,17:50,18:25,19:31,35,66,72.0,0.554,14.1,14.1,True,17.25,5
20756,2,9,9,11,58,2023-09-18,2023,9,Monday,False,Valle manana,12:10,12:12,13:09,2,57,53.0,0.424,11.2,11.2,True,14.64,8
20757,8,10,10,1,86,2023-07-26,2023,7,Wednesday,False,Valle manana,11:00,11:01,12:00,1,59,17.0,0.133,12.6,12.6,True,2.33,2
20758,1,11,11,21,52,2023-11-20,2023,11,Monday,False,Tarde,16:20,16:20,17:39,0,79,27.0,0.211,18.4,18.4,True,5.04,9
20759,2,12,12,9,50,2023-12-07,2023,12,Thursday,False,Valle manana,10:20,10:22,11:07,2,45,30.0,0.234,11.2,11.2,True,3.85,3
20760,1,13,13,22,53,2022-04-21,2022,4,Thursday,False,Valle manana,13:40,13:45,15:12,5,87,11.0,0.061,18.4,18.4,True,6.35,3
20761,9,14,14,37,51,2022-10-23,2022,10,Sunday,True,Tarde,16:10,16:13,17:36,3,83,36.0,0.288,19.8,19.8,True,,5
20762,8,15,15,5,58,2024-05-18,2024,5,Saturday,True,Noche,22:10,22:11,23:04,1,53,56.0,0.438,12.6,12.6,True,3.89,2
20763,8,16,16,3,90,2022-08-26,2022,8,Friday,False,Tarde,16:40,16:43,17:29,3,46,44.0,0.344,12.6,12.6,True,4.35,3
20764,3,17,17,13,68,2023-02-24,2023,2,Friday,False,Manana punta,06:50,06:57,07:44,7,47,98.0,0.766,9.7,9.7,True,3.22,3
20765,9,18,18,24,107,2022-11-09,2022,11,Wednesday,False,Valle manana,11:30,11:34,12:49,4,75,67.0,0.515,19.8,19.8,True,6.41,9
20766,2,19,19,4,101,2022-07-18,2022,7,Monday,False,Tarde,16:30,16:30,17:18,0,48,17.0,0.131,11.2,11.2,True,4.89,3
20767,10,20,20,22,90,2022-03-03,2022,3,Thursday,False,Madrugada,00:00,00:01,01:19,1,78,19.0,0.152,15.0,15.0,True,6.07,3
20768,2,21,21,4,116,2023-07-11,2023,7,Tuesday,False,Tarde punta,20:50,21:00,21:57,10,57,149.0,0.805,11.2,11.2,True,3.37,3
20769,6,22,22,4,86,2023-07-14,2023,7,Friday,False,Tarde punta,20:00,20:05,21:31,5,86,120.0,0.923,23.5,23.5,True,,5
20770,1,23,23,4,57,2022-05-19,2022,5,Thursday,False,Manana punta,07:00,07:16,08:40,16,84,124.0,0.954,18.4,18.4,True,21.61,4
20771,2,24,24,26,78,2024-05-22,2024,5,Wednesday,False,Tarde punta,19:40,20:03,20:50,23,47,116.0,0.928,11.2,11.2,True,12.48,5
20772,1,25,25,19,88,2023-01-21,2023,1,Saturday,True,Tarde punta,18:50,18:53,20:08,3,75,71.0,0.555,18.4,18.4,True,3.9,9
20773,2,26,26,1,50,2024-03-05,2024,3,Tuesday,False,Manana punta,08:00,08:06,08:49,6,43,96.0,0.75,11.2,11.2,True,2.05,3
20774,2,27,27,11,119,2024-09-25,2024,9,Wednesday,False,Tarde,14:20,14:20,15:19,0,59,50.0,0.391,11.2,11.2,True,4.36,2
20775,2,28,28,30,48,2024-04-09,2024,4,Tuesday,False,Tarde,14:20,14:21,15:15,1,54,22.0,0.122,11.2,11.2,True,3.91,5
20776,10,29,1,7,89,2024-02-13,2024,2,Tuesday,False,Madrugada,02:10,02:07,03:13,-3,66,51.0,0.408,15.0,15.0,True,18.75,1
20777,9,30,2,9,105,2023-01-08,2023,1,Sunday,True,Valle manana,13:10,13:10,14:32,0,82,54.0,0.422,19.8,19.8,True,7.42,2
20778,7,31,3,31,97,2022-02-19,2022,2,Saturday,True,Valle manana,12:50,12:53,13:37,3,44,33.0,0.258,8.9,8.9,True,3.08,4
20779,10,32,4,22,77,2022-10-31,2022,10,Monday,False,Madrugada,02:20,02:20,03:32,0,72,40.0,0.312,15.0,15.0,True,4.67,2
20780,3,33,5,11,113,2022-09-19,2022,9,Monday,False,Manana punta,07:20,07:28,08:10,8,42,118.0,0.908,9.7,9.7,True,4.13,3
20781,2,34,6,19,117,2022-01-28,2022,1,Friday,False,Noche,21:10,21:11,22:01,1,50,16.0,0.123,11.2,3.67,False,1.4,3
20782,4,35,7,5,75,2022-06-26,2022,6,Sunday,True,Tarde punta,19:30,19:31,20:23,1,52,73.0,0.584,14.1,14.1,True,5.16,6
20783,6,36,8,21,69,2024-12-05,2024,12,Thursday,False,Tarde punta,19:20,19:27,21:28,7,121,163.0,0.881,23.5,23.5,True,8.8,3
20784,8,37,9,9,66,2022-01-06,2022,1,Thursday,False,Manana punta,06:40,06:45,07:35,5,50,98.0,0.754,12.6,12.6,True,17.63,2
20785,9,38,10,11,72,2022-08-25,2022,8,Thursday,False,Valle manana,09:30,09:30,10:50,0,80,22.0,0.169,19.8,19.8,True,21.21,2
20786,8,39,11,18,115,2024-12-30,2024,12,Monday,False,Valle manana,13:30,13:30,14:25,0,55,26.0,0.208,12.6,12.6,True,14.21,6
20787,10,40,12,35,96,2022-04-27,2022,4,Wednesday,False,Noche,23:10,23:12,00:10,2,58,61.0,0.477,15.0,15.0,True,3.8,5
20788,7,41,13,34,90,2023-06-20,2023,6,Tuesday,False,Manana punta,07:40,07:44,08:27,4,43,75.0,0.586,8.9,8.9,True,2.46,9
20789,5,42,14,7,82,2023-01-19,2023,1,Thursday,False,Valle manana,10:40,10:42,11:15,2,33,33.0,0.258,7.3,7.3,True,2.39,2
20790,8,1,15,6,92,2023-12-03,2023,12,Sunday,True,Valle manana,12:30,12:30,13:28,0,58,6.0,0.047,12.6,12.6,True,4.84,2
20791,3,2,16,22,113,2024-05-04,2024,5,Saturday,True,Manana punta,07:40,08:00,08:46,20,46,85.0,0.664,9.7,9.7,True,3.96,7
20792,3,3,17,39,41,2023-02-14,2023,2,Tuesday,False,Tarde punta,20:00,20:01,20:53,1,52,116.0,0.892,9.7,9.7,True,3.93,9
20793,1,4,18,39,52,2022-03-27,2022,3,Sunday,True,Manana punta,06:20,06:21,07:34,1,73,97.0,0.746,18.4,18.4,True,5.86,2
20794,4,5,19,21,64,2022-04-22,2022,4,Friday,False,Noche,22:50,22:50,23:52,0,62,28.0,0.224,14.1,14.1,True,5.65,2
20795,1,6,20,29,95,2023-04-24,2023,4,Monday,False,Tarde punta,18:30,18:45,19:50,15,65,76.0,0.411,18.4,18.4,True,6.56,2
20796,7,7,21,4,66,2023-03-27,2023,3,Monday,False,Tarde,14:20,14:21,15:09,1,48,11.0,0.085,8.9,8.9,True,10.74,2
20797,6,8,22,3,73,2023-05-11,2023,5,Thursday,False,Tarde,16:50,16:53,18:17,3,84,33.0,0.254,23.5,23.5,True,27.17,3
20798,9,9,23,33,43,2022-02-07,2022,2,Monday,False,Tarde punta,20:50,21:09,22:45,19,96,54.0,0.432,19.8,19.8,True,,3
20799,2,10,24,23,94,2023-03-20,2023,3,Monday,False,Tarde punta,19:50,19:59,20:53,9,54,79.0,0.617,11.2,11.2,True,2.42,2
20800,8,11,25,38,61,2023-09-14,2023,9,Thursday,False,Tarde,15:20,15:20,16:16,0,56,12.0,0.094,12.6,12.6,True,2.95,3
20801,6,12,26,30,113,2022-12-05,2022,12,Monday,False,Tarde,15:20,15:21,16:54,1,93,37.0,0.289,23.5,23.5,True,7.81,5
20802,10,13,27,9,66,2022-08-16,2022,8,Tuesday,False,Noche,23:50,23:52,00:58,2,66,56.0,0.311,15.0,15.0,True,5.38,4
20803,2,14,28,32,44,2022-05-27,2022,5,Friday,False,Tarde,16:50,16:53,17:36,3,43,16.0,0.128,11.2,11.2,True,,4
20804,9,15,1,8,106,2022-12-29,2022,12,Thursday,False,Tarde punta,17:50,17:53,19:12,3,79,106.0,0.828,19.8,19.8,True,6.44,9
20805,2,16,2,36,45,2022-02-13,2022,2,Sunday,True,Tarde,14:10,14:12,14:56,2,44,26.0,0.203,11.2,11.2,True,3.71,3
20806,5,17,3,32,87,2022-06-17,2022,6,Friday,False,Manana punta,08:20,08:21,08:53,1,32,80.0,0.625,7.3,4.77,False,1.69,3
20807,6,18,4,14,117,2023-06-02,2023,6,Friday,False,Valle manana,10:10,10:14,11:50,4,96,46.0,0.354,23.5,23.5,True,7.68,2
20808,1,19,5,28,41,2022-08-16,2022,8,Tuesday,False,Tarde,16:50,16:52,17:57,2,65,57.0,0.438,18.4,18.4,True,6.76,3
20809,5,20,6,27,94,2022-12-07,2022,12,Wednesday,False,Tarde punta,19:20,19:23,19:53,3,30,100.0,0.8,7.3,7.3,True,2.3,3
20810,5,21,7,24,93,2024-06-29,2024,6,Saturday,True,Tarde punta,18:10,18:10,18:36,0,26,130.0,0.703,7.3,7.3,True,2.64,2
20811,6,22,8,11,93,2022-11-21,2022,11,Monday,False,Manana punta,07:10,07:18,09:03,8,105,91.0,0.7,23.5,23.5,True,27.98,2
20812,2,23,9,31,99,2023-05-17,2023,5,Wednesday,False,Tarde,15:30,15:30,16:19,0,49,53.0,0.408,11.2,11.2,True,15.01,2
20813,6,24,10,33,74,2023-04-17,2023,4,Monday,False,Valle manana,12:50,12:50,14:20,0,90,44.0,0.352,23.5,23.5,True,32.62,4
20814,6,25,11,12,65,2024-05-28,2024,5,Tuesday,False,Tarde,15:40,15:47,17:30,7,103,40.0,0.312,23.5,23.5,True,6.2,2
20815,1,26,12,20,97,2022-12-17,2022,12,Saturday,True,Manana punta,06:40,06:42,08:12,2,90,110.0,0.859,18.4,18.4,True,3.54,3
20816,8,27,13,6,112,2023-01-20,2023,1,Friday,False,Manana punta,07:20,07:30,08:37,10,67,106.0,0.828,12.6,12.6,True,4.56,3
20817,5,28,14,33,98,2022-03-06,2022,3,Sunday,True,Manana punta,07:30,07:32,08:00,2,28,136.0,0.756,7.3,7.3,True,2.38,2
20818,10,29,15,29,109,2024-11-06,2024,11,Wednesday,False,Madrugada,05:10,05:10,06:07,0,57,41.0,0.328,15.0,15.0,True,18.36,3
20819,7,30,16,15,72,2022-01-27,2022,1,Thursday,False,Noche,22:00,22:02,22:43,2,41,25.0,0.195,8.9,8.9,True,3.73,2
20820,9,31,17,37,73,2022-10-25,2022,10,Tuesday,False,Tarde punta,20:00,20:12,21:29,12,77,104.0,0.812,19.8,16.19,False,5.04,1
20821,1,32,18,3,69,2023-10-26,2023,10,Thursday,False,Manana punta,07:20,07:22,08:32,2,70,93.0,0.727,18.4,18.4,True,8.05,9
20822,3,33,19,33,82,2024-11-09,2024,11,Saturday,True,Valle manana,11:20,11:21,12:07,1,46,48.0,0.369,9.7,9.7,True,3.56,3
20823,2,34,20,3,90,2022-12-05,2022,12,Monday,False,Valle manana,12:40,12:43,13:31,3,48,19.0,0.146,11.2,11.2,True,3.89,9
20824,5,35,21,26,107,2022-06-15,2022,6,Wednesday,False,Valle manana,10:20,10:22,10:58,2,36,19.0,0.152,7.3,7.3,True,2.99,3
20825,7,36,22,8,76,2023-05-08,2023,5,Monday,False,Tarde punta,19:20,19:20,20:07,0,47,163.0,0.881,8.9,8.9,True,3.17,3
20826,4,37,23,18,86,2023-12-23,2023,12,Saturday,True,Valle manana,10:40,10:46,11:44,6,58,11.0,0.085,14.1,14.1,True,19.7,3
20827,2,38,24,31,93,2022-01-01,2022,1,Saturday,True,Tarde,15:00,15:04,15:45,4,41,54.0,0.415,11.2,11.2,True,13.27,3
20828,4,39,25,31,102,2024-08-31,2024,8,Saturday,True,Tarde punta,20:00,20:11,21:11,11,60,58.0,0.464,14.1,14.1,True,18.76,2
20829,5,40,26,2,79,2024-03-14,2024,3,Thursday,False,Tarde,14:00,14:02,14:33,2,31,20.0,0.156,7.3,7.3,True,1.51,4
20830,5,41,27,13,83,2024-08-30,2024,8,Friday,False,Tarde punta,19:30,19:35,20:11,5,36,81.0,0.633,7.3,7.3,True,2.01,6
20831,8,42,28,14,77,2024-09-02,2024,9,Monday,False,Noche,21:30,21:36,22:22,6,46,38.0,0.297,12.6,12.6,True,4.61,5
20832,5,1,1,6,114,2024-08-14,2024,8,Wednesday,False,Valle manana,12:10,12:13,12:51,3,38,15.0,0.117,7.3,7.3,True,2.95,4
20833,3,2,2,28,71,2024-10-09,2024,10,Wednesday,False,Tarde,16:20,16:26,17:08,6,42,30.0,0.234,9.7,9.7,True,3.41,2
20834,3,3,3,30,55,2023-03-29,2023,3,Wednesday,False,Valle manana,12:50,12:52,13:29,2,37,5.0,0.038,9.7,9.7,True,4.19,3
20835,5,4,4,18,69,2023-09-28,2023,9,Thursday,False,Tarde punta,18:30,18:42,19:15,12,33,84.0,0.646,7.3,7.3,True,2.93,2
20836,7,5,5,31,52,2024-12-03,2024,12,Tuesday,False,Valle manana,10:50,10:54,11:39,4,45,32.0,0.256,8.9,8.9,True,3.36,2
20837,8,6,6,14,43,2022-04-10,2022,4,Sunday,True,Tarde,14:10,14:10,15:07,0,57,101.0,0.546,12.6,12.6,True,5.34,9
20838,5,7,7,36,67,2022-09-26,2022,9,Monday,False,Valle manana,10:40,10:40,11:10,0,30,39.0,0.3,7.3,7.3,True,7.54,5
20839,9,8,8,16,60,2024-09-03,2024,9,Tuesday,False,Tarde punta,19:00,19:01,20:43,1,102,112.0,0.862,19.8,19.8,True,20.87,2
20840,6,9,9,22,72,2024-06-23,2024,6,Sunday,True,Tarde,15:30,15:30,17:18,0,108,9.0,0.072,23.5,23.5,True,32.1,3
20841,7,10,10,32,103,2024-12-23,2024,12,Monday,False,Tarde,14:10,14:11,14:42,1,31,4.0,0.031,8.9,8.9,True,2.01,1
20842,10,11,11,17,57,2022-01-13,2022,1,Thursday,False,Noche,22:50,22:51,23:45,1,54,37.0,0.289,15.0,15.0,True,4.07,3
